,Fase,Gênero,Instituição de ensino,IAA,IEG,IPS,IDA,Matem,Portug,Inglês,IPV,IAN,Idade,IPP,Defasagem,Status_entrada,INDE
2859,5,Masculino,Privada - Programa de Apadrinhamento,9.2,9.9,0.075,9.3,9.0,9.0,10.0,7.9,10.0,14.0,8.1,1.0,0,8.907314493
2866,6,Feminino,Privada - Programa de Apadrinhamento,8.3,8.4,0.075,8.3,7.0,8.0,10.0,8.4,10.0,16.0,8.6,0.0,0,8.474632143
2860,5,Masculino,Pública,8.3,8.7,0.038,7.7,9.0,4.5,9.5,7.0,5.0,17.0,6.3,-2.0,0,6.999509386
2861,5,Masculino,Privada - Programa de Apadrinhamento,9.2,10.0,0.075,9.3,10.0,8.0,10.0,8.7,10.0,15.0,8.3,1.0,0,9.113133333
2863,5,Feminino,Privada - Programa de Apadrinhamento,7.9,9.9,0.063,9.3,10.0,8.0,10.0,8.7,10.0,15.0,8.3,1.0,0,8.822714493
2864,5,Masculino,Pública,8.8,9.5,0.075,9.0,9.0,8.0,10.0,8.6,5.0,16.0,8.3,-1.0,0,8.376195238
2814,5,Feminino,Privada - Programa de Apadrinhamento,8.8,9.7,0.063,7.7,6.0,7.0,10.0,8.3,5.0,16.0,7.9,-1.0,0,7.931384271
2813,5,Masculino,Pública,9.2,9.7,0.075,5.8,6.0,7.5,4.0,8.2,10.0,15.0,8.1,0.0,0,8.220132916
2767,5,Feminino,Privada - Programa de Apadrinhamento,8.3,8.9,0.063,7.8,9.0,7.0,7.5,7.0,5.0,17.0,7.1,-1.0,0,7.42091645
2763,4,Feminino,Privada - Programa de Apadrinhamento,9.2,8.5,0.055999999999999994,8.0,10.0,6.5,7.5,8.0,5.0,16.0,7.6,-1.0,0,7.646383333
2765,4,Masculino,Pública,8.3,7.2,0.075,7.5,5.0,9.5,8.0,8.6,5.0,15.0,8.6,-1.0,0,7.623681746
2766,5,Feminino,Pública,8.3,7.5,0.055999999999999994,4.5,6.5,2.0,5.0,6.7,5.0,18.0,6.9,-2.0,0,6.337470707
2768,5,Feminino,Privada - Programa de Apadrinhamento,8.3,9.6,0.063,9.2,9.0,9.0,9.5,8.9,10.0,15.0,7.9,0.0,0,8.775268254
2759,4,Masculino,Pública,7.9,8.5,0.055999999999999994,4.7,0.0,6.0,8.0,7.4,10.0,14.0,7.8,0.0,0,7.233804589
2769,5,Feminino,Privada - Programa de Apadrinhamento,9.6,8.7,0.063,4.2,2.5,2.5,7.5,6.5,10.0,16.0,7.6,0.0,0,7.234168831
2770,5,Feminino,Pública,7.5,6.1,0.063,3.3,0.0,5.0,5.0,6.2,5.0,17.0,7.3,-1.0,0,5.719565079
2771,5,Masculino,Privada - Programa de Apadrinhamento,9.2,9.4,0.075,8.5,9.0,8.5,8.0,8.7,10.0,14.0,8.1,2.0,0,8.801463636
2772,5,Feminino,Privada - Programa de Apadrinhamento,7.5,8.7,0.063,4.3,0.0,7.5,5.5,8.4,10.0,15.0,7.6,0.0,0,7.439841414
2773,5,Feminino,Pública,8.8,8.2,0.063,8.8,7.5,9.0,10.0,6.8,5.0,17.0,7.3,-2.0,0,7.476158297
2774,5,Masculino,Privada - Programa de Apadrinhamento,9.6,9.4,0.075,7.0,5.5,6.5,9.0,7.9,10.0,15.0,7.3,0.0,0,8.283601876
2760,4,Masculino,Pública,9.6,6.6,0.063,3.7,3.0,2.0,6.0,5.8,5.0,17.0,5.4,-2.0,0,5.852294347
2758,4,Masculino,Pública,8.8,9.8,0.069,8.0,6.5,8.0,9.5,7.7,5.0,16.0,7.8,-2.0,0,7.944430952
2776,5,Masculino,Privada - Programa de Apadrinhamento,9.2,9.7,0.063,8.5,10.0,7.0,8.5,8.5,10.0,16.0,7.5,0.0,0,8.632493939
2743,4,Feminino,Privada - Programa de Apadrinhamento,8.8,10.0,0.075,9.3,9.5,8.5,10.0,9.0,10.0,12.0,8.2,1.0,0,9.125183333
2744,4,Feminino,Privada - Programa de Apadrinhamento,7.1,9.4,0.063,8.2,6.5,8.0,10.0,8.5,10.0,14.0,8.0,1.0,0,8.355707895
2745,4,Feminino,Privada - Programa de Apadrinhamento,8.3,9.6,0.063,4.0,3.0,4.5,4.5,8.0,10.0,13.0,7.8,1.0,0,7.544228947
2746,4,Feminino,Pública,8.3,8.5,0.063,6.3,5.0,7.0,7.0,8.6,5.0,16.0,8.0,-1.0,0,7.452799123
2747,4,Masculino,Pública,10.0,10.0,0.063,9.0,10.0,7.5,9.5,8.8,10.0,14.0,8.2,0.0,0,9.016616667
2750,4,Feminino,Pública,9.2,7.3,0.063,4.5,3.0,6.5,4.0,6.9,5.0,16.0,8.1,-1.0,0,6.59913078
2752,4,Feminino,Pública,8.3,8.7,0.075,8.7,8.0,8.0,10.0,7.8,10.0,14.0,9.7,1.0,0,8.589275604
2753,4,Masculino,Pública,8.3,7.9,0.063,4.8,3.0,3.0,8.5,7.0,5.0,16.0,7.8,-1.0,0,6.693026812
2754,4,Masculino,Pública,8.8,9.5,0.075,6.7,5.0,6.0,9.0,8.6,10.0,13.0,9.1,1.0,0,8.488232329
2755,4,Feminino,Pública,6.3,8.4,0.055999999999999994,6.8,6.0,6.5,8.0,6.8,5.0,15.0,7.8,-1.0,0,6.885305556
2775,5,Feminino,Pública,8.8,9.5,0.075,3.5,0.0,1.0,9.5,7.3,5.0,17.0,7.4,-1.0,0,6.921774892
2777,5,Masculino,Privada - Programa de Apadrinhamento,10.0,10.0,0.063,8.2,7.0,7.5,10.0,8.2,10.0,15.0,6.9,0.0,0,8.586533333
2803,5,Feminino,Pública,8.8,9.5,0.055999999999999994,9.3,9.0,9.0,10.0,8.3,5.0,17.0,7.7,-2.0,0,8.134554885
2797,5,Masculino,Privada - Programa de Apadrinhamento,8.8,9.7,0.075,8.0,8.0,7.0,9.0,8.9,10.0,14.0,8.8,1.0,0,8.823550938
2798,5,Feminino,Privada - Programa de Apadrinhamento,7.5,9.8,0.063,8.3,7.0,8.0,10.0,8.8,10.0,14.0,8.0,0.0,0,8.568238636
2799,5,Masculino,Privada - Programa de Apadrinhamento,9.6,9.8,0.055999999999999994,8.8,9.5,7.0,10.0,8.8,10.0,14.0,8.3,1.0,0,8.852545635
2800,5,Feminino,Pública,8.3,7.9,0.063,7.5,8.5,6.0,8.0,7.8,5.0,16.0,7.7,-1.0,0,7.351215476
2801,5,Masculino,Privada - Programa de Apadrinhamento,8.8,9.7,0.063,9.2,10.0,8.0,9.5,8.9,10.0,14.0,8.6,1.0,0,8.91481627
2802,5,Feminino,Pública,8.8,9.8,0.063,7.3,9.5,5.5,7.0,8.1,10.0,15.0,7.7,0.0,0,8.323303947
2804,5,Masculino,Outros,7.5,8.6,0.05,9.0,10.0,7.0,10.0,8.5,5.0,18.0,6.6,-2.0,0,7.614235714
2795,5,Masculino,Privada - Programa de Apadrinhamento,8.8,9.8,0.063,7.0,6.5,4.5,10.0,8.8,10.0,14.0,8.4,1.0,0,8.46504697
2805,5,Masculino,Pública,8.8,9.7,0.063,8.3,9.0,8.0,8.0,8.7,5.0,17.0,7.5,-1.0,0,8.093474603
2806,5,Feminino,Pública,9.6,4.1,0.063,3.8,0.0,6.5,5.0,6.6,5.0,17.0,7.3,-2.0,0,5.731617385
2808,5,Feminino,Pública,7.5,8.0,0.075,4.7,0.0,4.5,9.5,7.0,5.0,16.0,7.5,-1.0,0,6.676130827
2809,5,Masculino,Privada - Programa de Apadrinhamento,8.8,8.7,0.063,8.2,9.5,5.0,10.0,9.0,10.0,14.0,8.0,1.0,0,8.471456704
2796,5,Feminino,Privada - Programa de Apadrinhamento,7.5,9.7,0.063,7.8,9.0,6.5,8.0,9.0,10.0,15.0,8.0,1.0,0,8.469049603
2778,5,Feminino,Privada - Programa de Apadrinhamento,8.8,9.5,0.075,7.8,10.0,3.5,10.0,8.5,10.0,16.0,7.6,0.0,0,8.560593939
2785,5,Feminino,Privada,7.9,9.6,0.063,7.2,6.0,7.0,8.5,8.7,10.0,15.0,8.1,1.0,0,8.325963636
2779,5,Feminino,Pública,7.9,4.2,0.063,4.2,6.5,4.5,1.5,5.7,5.0,17.0,6.8,-2.0,0,5.404184696
2780,5,Feminino,Pública,7.1,6.5,0.063,5.7,5.0,2.0,10.0,7.4,10.0,15.0,8.0,0.0,0,7.045258874
2782,5,Feminino,Pública,8.8,8.3,0.063,5.0,5.0,3.0,7.0,7.3,10.0,16.0,7.5,0.0,0,7.37421342
2783,5,Masculino,Privada,8.3,6.4,0.075,7.2,4.0,7.5,10.0,6.9,5.0,17.0,7.1,-2.0,0,6.882960606
2784,5,Feminino,Pública,8.8,8.2,0.063,6.8,8.0,3.5,9.0,7.3,10.0,15.0,7.3,0.0,0,7.698777056
2786,5,Feminino,Pública,9.2,5.0,0.063,3.8,1.0,1.0,9.5,5.9,10.0,15.0,7.1,0.0,0,6.201581674
2788,5,Feminino,Privada - Programa de Apadrinhamento,9.2,9.5,0.063,8.3,8.0,7.0,10.0,8.7,10.0,15.0,8.1,0.0,0,8.667693939
2791,5,Feminino,Privada - Programa de Apadrinhamento,9.6,9.5,0.063,8.8,9.0,8.0,9.5,8.5,10.0,15.0,8.6,1.0,0,8.828632576
2886,6,Feminino,Outros,7.1,8.6,0.069,7.7,9.0,7.0,7.0,6.3,5.0,18.0,7.5,-1.0,0,7.143244444
2741,4,Masculino,Privada - Programa de Apadrinhamento,8.8,9.0,0.075,8.0,8.0,7.5,8.5,9.1,10.0,14.0,8.5,1.0,0,8.700808577
2912,7,Masculino,Privada,10.0,9.9,0.07200000000000001,6.8,6.2,7.2,7.1,7.5,10.0,16.0,7.5,2.0,0,8.311616667
2906,7,Feminino,Privada - Programa de Apadrinhamento,9.2,0.0,0.063,0.0,0.0,0.0,0.0,7.5,10.0,15.0,7.5,2.0,0,4.79255
2907,7,Feminino,Privada,10.0,9.0,0.069,7.1,7.3,7.8,6.1,7.5,10.0,16.0,7.5,2.0,0,8.152033333
2908,7,Feminino,Privada - Programa de Apadrinhamento,8.8,0.0,0.066,0.0,0.0,0.0,0.0,7.5,10.0,16.0,7.5,2.0,0,4.78185
2909,7,Feminino,Privada,8.3,9.0,0.069,6.1,6.0,6.2,6.0,7.5,10.0,17.0,7.5,0.0,0,7.785233333
2910,7,Feminino,Privada - Programa de Apadrinhamento,9.2,9.9,0.063,7.5,6.8,7.2,8.5,7.5,10.0,17.0,7.5,1.0,0,8.27555
2911,7,Feminino,Privada - Programa de Apadrinhamento,7.1,10.0,0.066,7.4,6.1,7.5,8.55,7.5,10.0,16.0,7.5,1.0,0,8.0853
2913,7,Masculino,Privada,9.6,9.6,0.063,7.7,8.1,8.1,6.85,7.5,10.0,15.0,7.5,2.0,0,8.2887
2904,7,Feminino,Privada,10.0,9.0,0.069,8.1,7.7,8.3,8.2,7.5,10.0,15.0,7.5,2.0,0,8.352033333
2914,7,Masculino,Privada,8.8,9.4,0.069,7.2,6.8,8.9,6.0,7.5,10.0,15.0,7.5,2.0,0,8.144466667
2915,7,Feminino,Privada - Programa de Apadrinhamento,8.8,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,7.5,10.0,17.0,7.5,0.0,0,4.8446
2916,7,Masculino,Privada - Programa de Apadrinhamento,9.2,10.0,0.069,8.0,8.4,7.6,8.1,7.5,10.0,16.0,7.5,2.0,0,8.452633333
2917,7,Masculino,Privada,8.3,0.0,0.066,0.0,0.0,0.0,0.0,7.5,10.0,15.0,7.5,2.0,0,4.7404
2453,3,Feminino,Privada,9.2,5.5,0.08800000000000001,6.2,5.5,6.0,7.0,7.3,10.0,12.0,7.8,1.0,0,7.36808429
2919,7,Feminino,Privada - Programa de Apadrinhamento,9.2,0.0,0.066,0.0,0.0,0.0,0.0,7.5,10.0,17.0,7.5,0.0,0,4.8238
2905,7,Masculino,Privada,9.2,9.6,0.075,8.2,8.1,8.6,7.9,7.5,10.0,15.0,7.5,2.0,0,8.4773
2903,7,Feminino,Privada - Programa de Apadrinhamento,7.9,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,7.5,10.0,17.0,7.5,0.0,0,4.7612
2921,7,Masculino,Privada,8.3,9.7,0.066,6.9,6.5,8.2,6.05,7.5,10.0,16.0,7.5,2.0,0,8.068983333
2894,7,Feminino,Privada - Programa de Apadrinhamento,10.0,8.8,0.075,7.5,8.0,5.0,9.5,6.3,10.0,18.0,7.8,0.0,0,8.052279017
2889,6,Feminino,Pública,9.6,10.0,0.075,5.5,5.0,6.5,5.0,8.2,10.0,17.0,7.9,0.0,0,8.2302
2890,6,Feminino,Privada - Programa de Apadrinhamento,10.0,9.5,0.063,8.5,9.5,6.5,9.5,7.8,5.0,17.0,7.5,-1.0,0,8.024136842
2891,7,Feminino,Privada - Programa de Apadrinhamento,8.8,7.9,0.081,7.0,5.0,6.0,10.0,7.9,10.0,18.0,8.8,0.0,0,8.131659176
2892,7,Feminino,Privada - Programa de Apadrinhamento,7.1,7.2,0.081,5.3,3.5,6.0,6.5,6.3,10.0,18.0,8.1,0.0,0,7.098051462
2893,7,Masculino,Pública,10.0,9.1,0.081,8.0,8.0,6.0,10.0,7.7,10.0,17.0,8.3,0.0,0,8.590297136
2895,7,Feminino,Privada - Programa de Apadrinhamento,7.5,9.6,0.094,8.0,7.5,7.0,9.5,8.3,10.0,17.0,8.8,0.0,0,8.74347619
2902,7,Feminino,Privada - Programa de Apadrinhamento,7.9,8.3,0.094,7.5,6.5,6.0,10.0,8.2,10.0,17.0,8.6,0.0,0,8.402390372
2896,7,Feminino,Privada - Programa de Apadrinhamento,10.0,9.3,0.1,7.7,8.0,6.0,9.0,9.2,10.0,17.0,8.4,0.0,0,9.077020175
2897,7,Masculino,Privada - Programa de Apadrinhamento,9.6,6.0,0.069,6.2,6.0,6.5,6.0,7.4,10.0,18.0,8.6,0.0,0,7.41938043
2898,7,Masculino,Privada - Programa de Apadrinhamento,9.6,9.8,0.075,7.3,8.0,6.5,7.5,8.6,10.0,17.0,9.1,0.0,0,8.771328947
2899,7,Feminino,Privada - Programa de Apadrinhamento,8.8,8.0,0.08800000000000001,7.5,6.5,6.0,10.0,7.4,10.0,19.0,8.4,0.0,0,8.178030869
2900,7,Masculino,Privada - Programa de Apadrinhamento,8.8,9.6,0.094,9.2,10.0,7.5,10.0,9.6,10.0,17.0,9.4,1.0,0,9.437924561
2901,7,Feminino,Privada - Programa de Apadrinhamento,10.0,9.0,0.081,8.2,8.0,6.5,10.0,8.3,10.0,18.0,8.4,0.0,0,8.743607059
2920,7,Feminino,Privada,9.6,9.5,0.07200000000000001,8.9,9.2,8.9,8.6,7.5,10.0,16.0,7.5,1.0,0,8.61745
2922,7,Feminino,Privada - Programa de Apadrinhamento,8.8,9.8,0.066,6.9,6.7,7.7,6.4,7.5,10.0,16.0,7.5,1.0,0,8.128766667
2923,7,Masculino,Privada - Programa de Apadrinhamento,8.8,9.7,0.063,6.2,6.0,6.5,6.0,7.5,10.0,15.0,7.5,2.0,0,7.931966667
2924,7,Masculino,Privada,6.7,9.7,0.066,5.5,6.4,6.3,3.8,7.5,10.0,18.0,7.5,0.0,0,7.611233333
2925,7,Masculino,Privada - Programa de Apadrinhamento,10.0,9.9,0.069,2.6,0.0,0.0,7.9,7.5,10.0,15.0,7.5,2.0,0,7.449366667
2926,7,Masculino,Privada,8.3,9.2,0.066,8.3,8.2,7.8,8.8,7.5,10.0,16.0,7.5,1.0,0,8.243183333
2927,7,Masculino,Privada,7.5,9.6,0.059000000000000004,6.4,6.0,6.9,6.3,7.5,10.0,15.0,7.5,2.0,0,7.7887
2742,4,Masculino,Pública,8.8,4.0,0.075,5.7,5.0,5.0,7.0,7.5,5.0,16.0,6.9,-2.0,0,6.24434269
2918,7,Feminino,Privada - Programa de Apadrinhamento,8.8,0.0,0.075,0.0,0.0,0.0,0.0,7.5,10.0,18.0,7.5,0.0,0,4.8761
2740,4,Feminino,Pública,0.0,7.0,0.075,5.5,4.0,5.5,7.0,8.0,10.0,14.0,7.7,0.0,0,6.635847118
2544,3,Masculino,Pública,8.8,8.2,0.075,3.2,5.5,2.0,2.0,6.2,5.0,14.0,6.3,-1.0,0,6.274190982
2545,3,Feminino,Pública,8.3,9.8,0.081,7.8,7.5,7.5,8.5,7.3,10.0,13.0,7.6,0.0,0,8.392733333
2546,3,Masculino,Pública,9.6,9.0,0.081,4.0,4.0,4.0,4.0,4.7,10.0,13.0,5.4,0.0,0,6.856082394
2549,3,Masculino,Pública,8.8,9.0,0.081,7.7,8.5,7.0,7.5,7.1,5.0,14.0,7.9,-1.0,0,7.731569404
2550,3,Feminino,Pública,7.9,8.9,0.081,5.0,6.5,4.5,4.0,6.9,10.0,14.0,6.9,0.0,0,7.447591036
2552,3,Masculino,Pública,10.0,8.6,0.094,7.7,8.0,7.0,8.0,7.3,10.0,12.0,7.1,1.0,0,8.356935294
2553,3,Feminino,Pública,9.2,10.0,0.075,7.5,10.0,6.0,6.5,8.3,10.0,12.0,8.5,1.0,0,8.6893
2554,3,Feminino,Privada - Programa de Apadrinhamento,8.3,9.3,0.063,8.3,8.0,7.0,10.0,7.9,10.0,13.0,7.3,0.0,0,8.288955556
2555,3,Masculino,Pública,8.8,7.4,0.075,7.7,6.0,8.0,9.0,7.6,10.0,14.0,8.5,0.0,0,8.008488889
2556,3,Masculino,Pública,9.2,7.9,0.081,7.2,7.5,6.0,8.0,7.1,10.0,13.0,7.9,1.0,0,7.96317037
2557,3,Feminino,Pública,9.2,9.5,0.075,5.0,6.0,4.0,5.0,6.9,10.0,13.0,7.3,0.0,0,7.684639869
2558,3,Masculino,Pública,9.6,10.0,0.075,6.7,9.0,5.0,6.0,8.3,10.0,12.0,7.1,0.0,0,8.407166667
2541,3,Masculino,Pública,9.6,9.4,0.075,6.8,9.0,5.5,6.0,6.4,10.0,13.0,7.2,0.0,0,7.970034615
2532,3,Masculino,Pública,9.2,7.6,0.075,6.7,9.0,5.0,6.0,5.6,10.0,13.0,5.9,0.0,0,7.240168803
2526,3,Feminino,Pública,7.5,6.1,0.08800000000000001,4.2,3.0,2.5,7.0,6.1,10.0,13.0,6.6,0.0,0,6.547223684
2527,3,Feminino,Pública,10.0,8.3,0.025,2.8,2.0,5.0,1.5,6.3,5.0,14.0,6.6,-1.0,0,5.896573589
2528,3,Feminino,Pública,8.8,5.6,0.08800000000000001,4.3,2.0,5.0,6.0,6.4,10.0,12.0,7.3,0.0,0,6.752914394
2529,3,Feminino,Pública,9.2,7.2,0.081,6.0,7.0,5.5,5.5,7.5,10.0,12.0,8.0,0.0,0,7.659555952
2530,3,Feminino,Pública,8.8,7.0,0.081,6.8,9.0,4.5,7.0,5.9,10.0,13.0,5.6,0.0,0,7.210290672
2531,3,Masculino,Privada - Programa de Apadrinhamento,10.0,8.8,0.075,9.7,10.0,9.0,10.0,9.6,10.0,12.0,10.0,0.0,0,9.350986466
2533,3,Masculino,Pública,8.8,9.4,0.081,9.3,10.0,8.0,10.0,7.1,10.0,12.0,5.9,1.0,0,8.440611905
2540,3,Masculino,Pública,8.8,4.9,0.075,1.7,0.0,0.0,5.0,5.4,10.0,13.0,6.4,0.0,0,5.667282265
2535,3,Masculino,Pública,8.8,7.7,0.075,6.2,10.0,4.5,4.0,5.3,5.0,14.0,5.6,-1.0,0,6.514094017
2536,3,Feminino,Pública,9.6,10.0,0.075,6.7,8.0,7.0,5.0,8.2,10.0,11.0,8.4,1.0,0,8.526983333
2537,3,Feminino,Pública,9.2,9.5,0.081,8.3,10.0,9.0,6.0,7.5,10.0,12.0,8.1,0.0,0,8.595447619
2538,3,Masculino,Pública,9.6,9.1,0.075,7.0,8.0,6.0,7.0,8.5,5.0,15.0,8.0,-1.0,0,7.916082937
2539,3,Feminino,Pública,7.1,6.9,0.075,2.5,0.0,5.0,0.0,6.7,10.0,13.0,7.3,0.0,0,6.429063889
2559,3,Masculino,Pública,8.8,9.9,0.075,5.3,5.0,4.5,6.5,7.2,10.0,12.0,7.1,1.0,0,7.817322222
2560,3,Masculino,Pública,7.5,6.2,0.075,2.8,3.0,4.5,1.0,5.5,5.0,14.0,6.5,-1.0,0,5.544981481
2561,3,Feminino,Pública,8.8,8.3,0.075,5.7,5.0,5.0,7.0,6.8,10.0,12.0,8.1,1.0,0,7.601562963
2587,3,Masculino,Pública,9.2,7.1,0.075,5.0,2.5,3.5,9.0,6.2,10.0,13.0,6.3,0.0,0,6.942581818
2581,3,Masculino,Pública,8.3,7.2,0.08800000000000001,4.2,7.0,3.5,2.0,6.2,10.0,14.0,5.6,0.0,0,6.79567342
2582,3,Feminino,Pública,8.8,10.0,0.081,3.7,5.5,2.5,3.0,6.7,10.0,12.0,7.4,1.0,0,7.507033333
2585,3,Feminino,Pública,8.8,9.5,0.025,5.0,5.0,3.0,7.0,7.8,10.0,12.0,8.4,0.0,0,7.437466667
2586,3,Feminino,Pública,7.9,7.6,0.075,4.2,4.5,5.0,3.0,7.2,10.0,13.0,7.6,0.0,0,7.107477855
2579,3,Feminino,Pública,7.9,6.6,0.075,4.5,7.0,4.0,2.5,6.7,10.0,14.0,6.3,0.0,0,6.735998246
2589,3,Feminino,Pública,8.3,6.3,0.025,5.7,6.0,5.0,6.0,7.0,10.0,14.0,7.5,0.0,0,6.624588235
2590,3,Feminino,Pública,9.6,8.7,0.075,5.7,6.0,3.5,7.5,7.7,5.0,14.0,7.6,-1.0,0,7.388266667
2591,3,Masculino,Pública,0.0,3.4,0.063,2.3,1.0,3.0,3.0,5.1,5.0,15.0,5.1,-1.0,0,3.789477778
2592,3,Masculino,Pública,9.2,7.0,0.075,4.7,5.5,4.5,4.0,7.0,10.0,13.0,7.8,0.0,0,7.177130604
2593,3,Feminino,Pública,7.5,6.2,0.069,2.7,1.5,3.5,3.0,5.5,10.0,13.0,7.0,0.0,0,6.017522222
2580,3,Feminino,Pública,5.8,6.5,0.081,4.3,6.0,3.5,3.5,6.8,10.0,14.0,6.9,0.0,0,6.616193705
2578,3,Feminino,Pública,8.3,7.5,0.081,7.0,8.0,5.5,7.5,6.2,10.0,12.0,6.4,1.0,0,7.429623555
2569,3,Feminino,Pública,8.8,6.8,0.081,8.0,9.0,7.5,7.5,7.8,10.0,13.0,6.9,0.0,0,7.908044272
2563,3,Masculino,Pública,10.0,8.3,0.069,4.2,5.0,4.5,3.0,6.8,5.0,15.0,6.7,-2.0,0,6.718348148
2564,3,Masculino,Pública,7.5,4.9,0.075,5.3,5.0,6.0,5.0,6.9,10.0,12.0,7.3,0.0,0,6.64387037
2565,3,Feminino,Pública,7.5,5.0,0.075,4.8,3.0,5.5,6.0,6.8,10.0,14.0,7.1,0.0,0,6.52762963
2566,3,Feminino,Pública,9.6,9.7,0.038,6.3,8.0,5.0,6.0,8.3,10.0,11.0,6.9,1.0,0,7.894888889
2567,3,Feminino,Pública,9.6,9.2,0.075,7.2,7.0,7.5,7.0,7.2,10.0,13.0,7.9,0.0,0,8.225462963
2568,3,Feminino,Pública,9.2,7.9,0.08800000000000001,4.3,3.0,3.5,6.5,7.1,5.0,15.0,7.2,-1.0,0,6.872009064
2570,3,Masculino,Pública,8.8,7.2,0.08800000000000001,4.0,3.0,6.5,2.5,7.7,5.0,15.0,7.5,-1.0,0,6.778749123
2577,3,Masculino,Pública,10.0,7.9,0.075,7.2,10.0,5.5,6.0,8.4,10.0,12.0,7.5,0.0,0,8.185838803
2571,3,Feminino,Pública,7.9,8.4,0.075,6.0,9.0,3.0,6.0,5.7,10.0,14.0,6.3,0.0,0,7.187625926
2572,3,Feminino,Pública,6.7,6.8,0.069,4.8,7.0,5.0,2.5,6.9,10.0,14.0,6.6,0.0,0,6.728911404
2573,3,Feminino,Pública,9.6,6.2,0.075,4.2,5.0,4.5,3.0,6.8,10.0,13.0,6.6,0.0,0,6.793890867
2574,3,Feminino,Privada,7.9,6.1,0.025,7.8,7.0,8.0,8.5,7.6,10.0,12.0,7.7,1.0,0,7.121622214
2575,3,Masculino,Pública,9.2,5.8,0.075,3.0,4.0,3.0,2.0,6.9,5.0,15.0,7.2,-1.0,0,6.024753704
2576,3,Masculino,Pública,9.6,9.7,0.075,7.3,9.0,5.0,8.0,8.5,10.0,13.0,8.3,0.0,0,8.647409314
2525,3,Masculino,Pública,9.6,6.7,0.08800000000000001,5.2,6.5,4.0,5.0,6.7,10.0,13.0,6.6,0.0,0,7.207955128
2524,3,Feminino,Pública,7.1,6.2,0.025,3.8,1.5,4.5,5.5,6.2,10.0,13.0,6.4,0.0,0,5.833377381
2523,3,Masculino,Pública,7.5,7.2,0.075,4.3,5.0,4.0,4.0,6.0,5.0,15.0,6.3,-1.0,0,6.1255
2477,3,Masculino,Pública,8.8,6.5,0.094,4.5,4.0,6.0,3.5,7.5,10.0,12.0,7.1,0.0,0,7.214534419
2471,3,Masculino,Privada - Programa de Apadrinhamento,9.2,9.9,0.025,9.7,10.0,9.0,10.0,9.5,10.0,12.0,9.4,1.0,0,8.901966667
2472,3,Feminino,Pública,7.5,5.3,0.025,5.0,4.5,4.0,6.5,6.1,10.0,14.0,6.0,0.0,0,5.880466583
2473,3,Masculino,Pública,9.2,9.9,0.075,7.0,7.0,5.5,8.5,7.6,10.0,12.0,8.3,0.0,0,8.385133333
2475,3,Masculino,Pública,8.3,6.8,0.025,4.0,7.5,3.5,1.0,6.9,10.0,12.0,7.1,0.0,0,6.346748371
2476,3,Feminino,Pública,10.0,5.0,0.069,2.0,2.0,0.0,4.0,5.9,5.0,15.0,6.3,-2.0,0,5.393308605
2478,3,Masculino,Pública,7.1,5.1,0.025,8.7,8.5,7.5,10.0,7.4,10.0,13.0,8.3,0.0,0,7.026322556
2479,3,Masculino,Privada - Programa de Apadrinhamento,10.0,10.0,0.025,9.8,10.0,9.5,10.0,9.5,10.0,12.0,9.6,1.0,0,9.0662
2480,3,Masculino,Pública,9.6,9.4,0.081,7.3,8.5,3.5,10.0,7.5,5.0,14.0,7.3,-1.0,0,7.843157895
2481,3,Masculino,Pública,9.2,5.8,0.075,6.7,8.5,4.5,7.0,6.9,10.0,13.0,7.3,0.0,0,7.276330075
2482,3,Masculino,Privada - Programa de Apadrinhamento,10.0,10.0,0.025,8.8,8.0,8.5,10.0,7.6,10.0,11.0,8.5,1.0,0,8.384033333
2483,3,Masculino,Pública,9.6,6.0,0.075,5.0,4.0,4.0,7.0,7.1,10.0,14.0,7.5,0.0,0,7.088855054
2484,3,Masculino,Pública,10.0,4.8,0.063,3.0,4.5,4.5,0.0,5.9,5.0,15.0,6.0,-1.0,0,5.475324896
2470,3,Feminino,Pública,8.8,6.1,0.08800000000000001,3.2,2.0,5.0,2.5,5.5,5.0,15.0,6.3,-1.0,0,5.833118519
2459,3,Masculino,Pública,8.8,5.6,0.08800000000000001,8.2,8.0,7.0,9.5,7.5,10.0,12.0,8.0,0.0,0,7.815385675
2739,4,Feminino,Pública,7.9,9.1,0.063,5.7,4.0,7.5,5.5,7.0,10.0,14.0,6.9,0.0,0,7.473167836
2454,3,Masculino,Pública,10.0,9.1,0.025,6.2,6.0,4.5,8.0,8.3,10.0,12.0,8.0,0.0,0,7.761749603
2455,3,Feminino,Pública,5.8,3.8,0.081,4.7,0.0,4.0,10.0,5.5,10.0,13.0,5.2,0.0,0,5.70242601
2456,3,Feminino,Pública,7.9,8.4,0.08800000000000001,2.7,2.0,5.0,1.0,6.6,10.0,13.0,7.2,0.0,0,6.913936532
2457,3,Feminino,Pública,10.0,8.9,0.1,3.2,3.0,4.0,2.5,6.7,10.0,11.0,7.0,1.0,0,7.464325
2467,3,Masculino,Pública,9.2,9.8,0.044000000000000004,6.7,6.5,4.5,9.0,7.3,10.0,12.0,8.0,0.0,0,7.912792647
2461,3,Feminino,Pública,8.3,9.1,0.081,5.5,6.5,4.5,5.5,7.4,10.0,11.0,7.2,1.0,0,7.770468182
